metric,mean,std
Dimentions,64.0,41.72289539329695
test_auc_overall,0.935326462542731,0.011854878944649108
test_aupr_overall,0.9359791841623603,0.014594640059912947
chemical-connects-disease_auc,0.9100335715832792,0.009711913598459875
chemical-connects-disease_aupr,0.9274301339999398,0.008571637450733891
genetic-connects-disease_auc,0.9638507234833399,0.00991069874700525
genetic-connects-disease_aupr,0.9579843765430441,0.016189526100570045
protein-connects-disease_auc,0.8015955601803677,0.014784577501522818
protein-connects-disease_aupr,0.8106721886195559,0.018385837557614235
